,Square/Suffix/,Premise Address,Owner Name,Neighborhood,Sub-Neighborhood,Use Code,Sale Price,Recordation Date,2020 Total Assessment,new_adress,location,point,latitude,longitude,altitude
685,5868 2011,2652 MARTIN LUTHER KING JR AVE SE Unit: 110,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,103450,"2652 MARTIN LUTHER KING JR AVE SE Unit: 110, DC, United States",,,,,
686,5868 2012,2652 MARTIN LUTHER KING JR AVE SE Unit: 111,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,61930,"2652 MARTIN LUTHER KING JR AVE SE Unit: 111, DC, United States",,,,,
687,5868 2013,2652 MARTIN LUTHER KING JR AVE SE Unit: 112,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 112, DC, United States",,,,,
688,5868 2014,2652 MARTIN LUTHER KING JR AVE SE Unit: 113,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 113, DC, United States",,,,,
689,5868 2015,2652 MARTIN LUTHER KING JR AVE SE Unit: 114,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 114, DC, United States",,,,,
690,5868 2016,2652 MARTIN LUTHER KING JR AVE SE Unit: 115,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89880,"2652 MARTIN LUTHER KING JR AVE SE Unit: 115, DC, United States",,,,,
691,5868 2017,2652 MARTIN LUTHER KING JR AVE SE Unit: 116,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: 116, DC, United States",,,,,
692,5868 2018,2652 MARTIN LUTHER KING JR AVE SE Unit: 117,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: 117, DC, United States",,,,,
693,5868 2019,2652 MARTIN LUTHER KING JR AVE SE Unit: 118,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: 118, DC, United States",,,,,
694,5868 2020,2652 MARTIN LUTHER KING JR AVE SE Unit: 119,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: 119, DC, United States",,,,,
695,5868 2021,2652 MARTIN LUTHER KING JR AVE SE Unit: 120,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89070,"2652 MARTIN LUTHER KING JR AVE SE Unit: 120, DC, United States",,,,,
696,5868 2022,2652 MARTIN LUTHER KING JR AVE SE Unit: 121,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91910,"2652 MARTIN LUTHER KING JR AVE SE Unit: 121, DC, United States",,,,,
697,5868 2023,2652 MARTIN LUTHER KING JR AVE SE Unit: 122,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 122, DC, United States",,,,,
698,5868 2024,2652 MARTIN LUTHER KING JR AVE SE Unit: 123,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 123, DC, United States",,,,,
699,5868 2025,2652 MARTIN LUTHER KING JR AVE SE Unit: 200,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90230,"2652 MARTIN LUTHER KING JR AVE SE Unit: 200, DC, United States",,,,,
700,5868 2026,2652 MARTIN LUTHER KING JR AVE SE Unit: 201,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88990,"2652 MARTIN LUTHER KING JR AVE SE Unit: 201, DC, United States",,,,,
701,5868 2027,2652 MARTIN LUTHER KING JR AVE SE Unit: 202,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88990,"2652 MARTIN LUTHER KING JR AVE SE Unit: 202, DC, United States",,,,,
702,5868 2028,2652 MARTIN LUTHER KING JR AVE SE Unit: 203,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90760,"2652 MARTIN LUTHER KING JR AVE SE Unit: 203, DC, United States",,,,,
703,5868 2029,2652 MARTIN LUTHER KING JR AVE SE Unit: 204,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,106270,"2652 MARTIN LUTHER KING JR AVE SE Unit: 204, DC, United States",,,,,
704,5868 2030,2652 MARTIN LUTHER KING JR AVE SE Unit: 205,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,106270,"2652 MARTIN LUTHER KING JR AVE SE Unit: 205, DC, United States",,,,,
705,5868 2031,2652 MARTIN LUTHER KING JR AVE SE Unit: 206,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91820,"2652 MARTIN LUTHER KING JR AVE SE Unit: 206, DC, United States",,,,,
706,5868 2032,2652 MARTIN LUTHER KING JR AVE SE Unit: 207,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,108480,"2652 MARTIN LUTHER KING JR AVE SE Unit: 207, DC, United States",,,,,
707,5868 2033,2652 MARTIN LUTHER KING JR AVE SE Unit: 208,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,111480,"2652 MARTIN LUTHER KING JR AVE SE Unit: 208, DC, United States",,,,,
708,5868 2034,2652 MARTIN LUTHER KING JR AVE SE Unit: 209,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,103450,"2652 MARTIN LUTHER KING JR AVE SE Unit: 209, DC, United States",,,,,
709,5868 2035,2652 MARTIN LUTHER KING JR AVE SE Unit: 210,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,61160,"2652 MARTIN LUTHER KING JR AVE SE Unit: 210, DC, United States",,,,,
710,5868 2036,2652 MARTIN LUTHER KING JR AVE SE Unit: 211,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 211, DC, United States",,,,,
711,5868 2037,2652 MARTIN LUTHER KING JR AVE SE Unit: 212,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 212, DC, United States",,,,,
712,5868 2038,2652 MARTIN LUTHER KING JR AVE SE Unit: 213,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 213, DC, United States",,,,,
713,5868 2039,2652 MARTIN LUTHER KING JR AVE SE Unit: 214,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89880,"2652 MARTIN LUTHER KING JR AVE SE Unit: 214, DC, United States",,,,,
714,5868 2040,2652 MARTIN LUTHER KING JR AVE SE Unit: 215,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: 215, DC, United States",,,,,
715,5868 2041,2652 MARTIN LUTHER KING JR AVE SE Unit: 216,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: 216, DC, United States",,,,,
716,5868 2042,2652 MARTIN LUTHER KING JR AVE SE Unit: 217,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: 217, DC, United States",,,,,
717,5868 2043,2652 MARTIN LUTHER KING JR AVE SE Unit: 218,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: 218, DC, United States",,,,,
718,5868 2044,2652 MARTIN LUTHER KING JR AVE SE Unit: 219,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89070,"2652 MARTIN LUTHER KING JR AVE SE Unit: 219, DC, United States",,,,,
719,5868 2045,2652 MARTIN LUTHER KING JR AVE SE Unit: 220,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91910,"2652 MARTIN LUTHER KING JR AVE SE Unit: 220, DC, United States",,,,,
720,5868 2046,2652 MARTIN LUTHER KING JR AVE SE Unit: 221,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 221, DC, United States",,,,,
721,5868 2047,2652 MARTIN LUTHER KING JR AVE SE Unit: 222,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 222, DC, United States",,,,,
722,5868 2048,2652 MARTIN LUTHER KING JR AVE SE Unit: 300,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90230,"2652 MARTIN LUTHER KING JR AVE SE Unit: 300, DC, United States",,,,,
723,5868 2049,2652 MARTIN LUTHER KING JR AVE SE Unit: 301,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88990,"2652 MARTIN LUTHER KING JR AVE SE Unit: 301, DC, United States",,,,,
724,5868 2050,2652 MARTIN LUTHER KING JR AVE SE Unit: 302,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88990,"2652 MARTIN LUTHER KING JR AVE SE Unit: 302, DC, United States",,,,,
725,5868 2051,2652 MARTIN LUTHER KING JR AVE SE Unit: 303,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90760,"2652 MARTIN LUTHER KING JR AVE SE Unit: 303, DC, United States",,,,,
726,5868 2052,2652 MARTIN LUTHER KING JR AVE SE Unit: 304,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,106270,"2652 MARTIN LUTHER KING JR AVE SE Unit: 304, DC, United States",,,,,
727,5868 2053,2652 MARTIN LUTHER KING JR AVE SE Unit: 305,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,106270,"2652 MARTIN LUTHER KING JR AVE SE Unit: 305, DC, United States",,,,,
728,5868 2054,2652 MARTIN LUTHER KING JR AVE SE Unit: 306,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91820,"2652 MARTIN LUTHER KING JR AVE SE Unit: 306, DC, United States",,,,,
729,5868 2055,2652 MARTIN LUTHER KING JR AVE SE Unit: 307,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88900,"2652 MARTIN LUTHER KING JR AVE SE Unit: 307, DC, United States",,,,,
730,5868 2056,2652 MARTIN LUTHER KING JR AVE SE Unit: 308,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88450,"2652 MARTIN LUTHER KING JR AVE SE Unit: 308, DC, United States",,,,,
731,5868 2057,2652 MARTIN LUTHER KING JR AVE SE Unit: 309,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89610,"2652 MARTIN LUTHER KING JR AVE SE Unit: 309, DC, United States",,,,,
732,5868 2058,2652 MARTIN LUTHER KING JR AVE SE Unit: 310,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,103450,"2652 MARTIN LUTHER KING JR AVE SE Unit: 310, DC, United States",,,,,
733,5868 2059,2652 MARTIN LUTHER KING JR AVE SE Unit: 311,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,61930,"2652 MARTIN LUTHER KING JR AVE SE Unit: 311, DC, United States",,,,,
734,5868 2060,2652 MARTIN LUTHER KING JR AVE SE Unit: 312,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 312, DC, United States",,,,,
735,5868 2061,2652 MARTIN LUTHER KING JR AVE SE Unit: 313,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 313, DC, United States",,,,,
736,5868 2062,2652 MARTIN LUTHER KING JR AVE SE Unit: 314,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 314, DC, United States",,,,,
737,5868 2063,2652 MARTIN LUTHER KING JR AVE SE Unit: 315,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: 315, DC, United States",,,,,
738,5868 2064,2652 MARTIN LUTHER KING JR AVE SE Unit: 400,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90230,"2652 MARTIN LUTHER KING JR AVE SE Unit: 400, DC, United States",,,,,
739,5868 2065,2652 MARTIN LUTHER KING JR AVE SE Unit: 401,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88990,"2652 MARTIN LUTHER KING JR AVE SE Unit: 401, DC, United States",,,,,
740,5868 2066,2652 MARTIN LUTHER KING JR AVE SE Unit: 402,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88990,"2652 MARTIN LUTHER KING JR AVE SE Unit: 402, DC, United States",,,,,
741,5868 2067,2652 MARTIN LUTHER KING JR AVE SE Unit: 403,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90760,"2652 MARTIN LUTHER KING JR AVE SE Unit: 403, DC, United States",,,,,
742,5868 2068,2652 MARTIN LUTHER KING JR AVE SE Unit: 404,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,106270,"2652 MARTIN LUTHER KING JR AVE SE Unit: 404, DC, United States",,,,,
743,5868 2069,2652 MARTIN LUTHER KING JR AVE SE Unit: 405,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,106270,"2652 MARTIN LUTHER KING JR AVE SE Unit: 405, DC, United States",,,,,
744,5868 2070,2652 MARTIN LUTHER KING JR AVE SE Unit: 406,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91820,"2652 MARTIN LUTHER KING JR AVE SE Unit: 406, DC, United States",,,,,
745,5868 2071,2652 MARTIN LUTHER KING JR AVE SE Unit: 407,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88900,"2652 MARTIN LUTHER KING JR AVE SE Unit: 407, DC, United States",,,,,
746,5868 2072,2652 MARTIN LUTHER KING JR AVE SE Unit: 408,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88450,"2652 MARTIN LUTHER KING JR AVE SE Unit: 408, DC, United States",,,,,
747,5868 2073,2652 MARTIN LUTHER KING JR AVE SE Unit: 409,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89610,"2652 MARTIN LUTHER KING JR AVE SE Unit: 409, DC, United States",,,,,
748,5868 2074,2652 MARTIN LUTHER KING JR AVE SE Unit: 410,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,103450,"2652 MARTIN LUTHER KING JR AVE SE Unit: 410, DC, United States",,,,,
749,5868 2075,2652 MARTIN LUTHER KING JR AVE SE Unit: 411,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,61930,"2652 MARTIN LUTHER KING JR AVE SE Unit: 411, DC, United States",,,,,
750,5868 2076,2652 MARTIN LUTHER KING JR AVE SE Unit: LB1,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,87460,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB1, DC, United States",,,,,
751,5868 2077,2652 MARTIN LUTHER KING JR AVE SE Unit: LB2,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,104280,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB2, DC, United States",,,,,
752,5868 2078,2652 MARTIN LUTHER KING JR AVE SE Unit: LB3,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,104280,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB3, DC, United States",,,,,
753,5868 2079,2652 MARTIN LUTHER KING JR AVE SE Unit: LB4,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,92350,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB4, DC, United States",,,,,
754,5868 2080,2652 MARTIN LUTHER KING JR AVE SE Unit: LB5,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,67020,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB5, DC, United States",,,,,
755,5868 2081,2652 MARTIN LUTHER KING JR AVE SE Unit: LB6,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,86110,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB6, DC, United States",,,,,
756,5868 2082,2652 MARTIN LUTHER KING JR AVE SE Unit: LB7,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,100520,"2652 MARTIN LUTHER KING JR AVE SE Unit: LB7, DC, United States",,,,,
757,5868 2083,2652 MARTIN LUTHER KING JR AVE SE Unit: B1,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: B1, DC, United States",,,,,
758,5868 2084,2652 MARTIN LUTHER KING JR AVE SE Unit: B2,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89880,"2652 MARTIN LUTHER KING JR AVE SE Unit: B2, DC, United States",,,,,
759,5868 2085,2652 MARTIN LUTHER KING JR AVE SE Unit: B3,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: B3, DC, United States",,,,,
760,5868 2086,2652 MARTIN LUTHER KING JR AVE SE Unit: B4,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: B4, DC, United States",,,,,
761,5868 2087,2652 MARTIN LUTHER KING JR AVE SE Unit: B5,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: B5, DC, United States",,,,,
762,5868 2088,2652 MARTIN LUTHER KING JR AVE SE Unit: B6,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: B6, DC, United States",,,,,
763,5868 2089,2652 MARTIN LUTHER KING JR AVE SE Unit: B7,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89070,"2652 MARTIN LUTHER KING JR AVE SE Unit: B7, DC, United States",,,,,
764,5868 2090,2652 MARTIN LUTHER KING JR AVE SE Unit: B8,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91910,"2652 MARTIN LUTHER KING JR AVE SE Unit: B8, DC, United States",,,,,
765,5868 2091,2652 MARTIN LUTHER KING JR AVE SE Unit: B9,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88180,"2652 MARTIN LUTHER KING JR AVE SE Unit: B9, DC, United States",,,,,
766,5868 2092,2652 MARTIN LUTHER KING JR AVE SE Unit: L1,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,58620,"2652 MARTIN LUTHER KING JR AVE SE Unit: L1, DC, United States",,,,,
767,5868 2093,2652 MARTIN LUTHER KING JR AVE SE Unit: L2,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,87370,"2652 MARTIN LUTHER KING JR AVE SE Unit: L2, DC, United States",,,,,
768,5868 2094,2652 MARTIN LUTHER KING JR AVE SE Unit: L3,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,87370,"2652 MARTIN LUTHER KING JR AVE SE Unit: L3, DC, United States",,,,,
769,5868 2095,2652 MARTIN LUTHER KING JR AVE SE Unit: L4,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88090,"2652 MARTIN LUTHER KING JR AVE SE Unit: L4, DC, United States",,,,,
770,5868 2096,2652 MARTIN LUTHER KING JR AVE SE Unit: L5,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,104950,"2652 MARTIN LUTHER KING JR AVE SE Unit: L5, DC, United States",,,,,
771,5868 2097,2652 MARTIN LUTHER KING JR AVE SE Unit: L6,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,104950,"2652 MARTIN LUTHER KING JR AVE SE Unit: L6, DC, United States",,,,,
772,5868 2098,2652 MARTIN LUTHER KING JR AVE SE Unit: l7,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,88090,"2652 MARTIN LUTHER KING JR AVE SE Unit: l7, DC, United States",,,,,
773,5868 2099,2652 MARTIN LUTHER KING JR AVE SE Unit: L8,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: L8, DC, United States",,,,,
774,5868 2100,2652 MARTIN LUTHER KING JR AVE SE Unit: L9,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: L9, DC, United States",,,,,
775,5868 2101,2652 MARTIN LUTHER KING JR AVE SE Unit: L10,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: L10, DC, United States",,,,,
776,5868 2102,2652 MARTIN LUTHER KING JR AVE SE Unit: L11,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89880,"2652 MARTIN LUTHER KING JR AVE SE Unit: L11, DC, United States",,,,,
777,5868 2103,2652 MARTIN LUTHER KING JR AVE SE Unit: L12,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: L12, DC, United States",,,,,
778,5868 2104,2652 MARTIN LUTHER KING JR AVE SE Unit: L13,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,107250,"2652 MARTIN LUTHER KING JR AVE SE Unit: L13, DC, United States",,,,,
779,5868 2105,2652 MARTIN LUTHER KING JR AVE SE Unit: L14,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE Unit: L14, DC, United States",,,,,
780,5868 2106,2652 MARTIN LUTHER KING JR AVE SE L14,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90500,"2652 MARTIN LUTHER KING JR AVE SE L14, DC, United States",,,,,
781,5868 2107,2652 MARTIN LUTHER KING JR AVE SE Unit: L15,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,89070,"2652 MARTIN LUTHER KING JR AVE SE Unit: L15, DC, United States",,,,,
782,5868 2108,2652 MARTIN LUTHER KING JR AVE SE Unit: L17,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,91910,"2652 MARTIN LUTHER KING JR AVE SE Unit: L17, DC, United States",,,,,
783,5868 2109,2652 MARTIN LUTHER KING JR AVE SE Unit: L18,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: L18, DC, United States",,,,,
784,5868 2110,2652 MARTIN LUTHER KING JR AVE SE Unit: L19,PARKWAY HOUSE DC LLC,BARRY FARMS,,16.0,2500000.0,2010-05-04 00:00:00,90940,"2652 MARTIN LUTHER KING JR AVE SE Unit: L19, DC, United States",,,,,
785,5868 2111,2652 MARTIN LUTHER KING JR AVE SE S-1,PARKWAY HOUSE DC LLC,BARRY FARMS,,18.0,2500000.0,2010-05-04 00:00:00,88100,"2652 MARTIN LUTHER KING JR AVE SE S-1, DC, United States",,,,,
786,5868 2112,2652 MARTIN LUTHER KING JR AVE SE S-2,PARKWAY HOUSE DC LLC,BARRY FARMS,,18.0,2500000.0,2010-05-04 00:00:00,33300,"2652 MARTIN LUTHER KING JR AVE SE S-2, DC, United States",,,,,
787,5868 2113,2652 MARTIN LUTHER KING JR AVE SE S-3,PARKWAY HOUSE DC LLC,BARRY FARMS,,18.0,2500000.0,2010-05-04 00:00:00,21600,"2652 MARTIN LUTHER KING JR AVE SE S-3, DC, United States",,,,,
788,5868 2114,2652 MARTIN LUTHER KING JR AVE SE S-4,PARKWAY HOUSE DC LLC,BARRY FARMS,,18.0,2500000.0,2010-05-04 00:00:00,1700,"2652 MARTIN LUTHER KING JR AVE SE S-4, DC, United States",,,,,
789,5868 2115,2652 MARTIN LUTHER KING JR AVE SE S-5,PARKWAY HOUSE DC LLC,BARRY FARMS,,18.0,2500000.0,2010-05-04 00:00:00,20000,"2652 MARTIN LUTHER KING JR AVE SE S-5, DC, United States",,,,,
790,5869 0033,2606 BOWEN RD SE,MB MANAGEMENT CO INC,BARRY FARMS,,35.0,235001.0,2011-06-03 00:00:00,367410,"2606 BOWEN RD SE, DC, United States","2606, Bowen Road Southeast, Hillsdale, Washington, District of Columbia, 20020, United States of America","(38.8593235, -76.99261462148418, 0.0)",38.8593235,-76.99261462148418,0.0
